Id,Expected
12404364,315000.0
12397101,415000.0
12387183,565000.0
12425221,450000.0
12414152,425000.0
12272280,315000.0
12371378,330000.0
12389009,330000.0
12394675,475000.0
12389096,295000.0
12341507,299000.0
12419056,265000.0
12416049,515000.0
12110150,450000.0
12414719,530000.0
12396870,285000.0
12390695,215000.0
12427172,340000.0
12417699,330000.0
12300193,500000.0
12267029,335000.0
12358912,325000.0
12334215,525000.0
12389375,595000.0
12417696,260000.0
12426756,450000.0
12242527,2595000.0
12398510,430000.0
12412740,295000.0
12381140,310000.0
12374805,1899500.0
12418397,900000.0
12391728,245000.0
12379741,400000.0
12417502,475000.0
12384005,450000.0
12356648,725000.0
12402550,625000.0
12319887,825000.0
12377451,325000.0
12424232,330000.0
12387967,330000.0
12102833,950000.0
12402821,325000.0
12394424,395000.0
12298851,559950.0
12184912,360000.0
11909490,315000.0
12393174,1750000.0
12374396,725000.0
12125108,995000.0
12029753,245000.0
12133229,625000.0
12377311,300000.0
12427164,450000.0
12393210,495000.0
12392372,550000.0
12428087,365000.0
12146390,1500000.0
12111277,2800000.0
12290119,255000.0
12321667,975000.0
12083346,750000.0
12426749,525000.0
12425620,540000.0
12334467,270000.0
12390832,375000.0
12032815,185000.0
12296747,390000.0
12278383,499000.0
12303629,499995.0
12389964,1150000.0
12416983,242000.0
12379017,415000.0
12418496,275000.0
12377313,770000.0
12384166,165000.0
12407568,280000.0
12388879,725000.0
12138124,5750000.0
11801230,650000.0
12336192,350000.0
11883060,950000.0
12296647,545000.0
12402824,399000.0
12412639,350000.0
12321748,150000.0
12218612,475000.0
12298710,349000.0
12383789,260000.0
12384499,290000.0
12389816,295000.0
12418988,230000.0
12135215,595000.0
12333881,440000.0
12382907,390000.0
12390326,294950.0
12138355,1950000.0
12192000,570000.0
12352285,420000.0
12418399,405000.0
11682927,1325000.0
12414505,220000.0
12156069,475000.0
12235803,1595000.0
12417499,325000.0
12328201,745000.0
12163865,799500.0
12377256,475000.0
12275848,450000.0
12019128,550000.0
12145453,550000.0
12121401,295000.0
12407573,295000.0
12378315,140000.0
12378689,565000.0
12140243,875000.0
12333505,375000.0
12418912,400000.0
12110957,440000.0
12393504,275000.0
12375339,565000.0
12154827,595000.0
12267186,275000.0
12260676,625000.0
12415449,495000.0
12085068,875000.0
11768853,750000.0
12073715,2250000.0
12389522,425000.0
12218739,235000.0
12405265,995000.0
12414024,795000.0
12079480,795000.0
12328403,220000.0
12402547,290000.0
12414522,595000.0
12262195,545000.0
12382016,280000.0
12409095,795000.0
12160297,365000.0
12419068,500000.0
12292477,220000.0
12139657,495000.0
12210087,495000.0
12374936,1595000.0
12424124,545000.0
12394552,325000.0
12352923,250000.0
12388791,345000.0
12083038,560000.0
12341495,575000.0
12226499,535000.0
12038110,500000.0
12427143,290000.0
12388787,475000.0
12385111,495000.0
12311979,280000.0
12374390,265000.0
12277760,199000.0
12365607,1500000.0
12412597,270000.0
12377795,825000.0
12392971,340000.0
12405608,350000.0
12314380,275000.0
12289877,440000.0
12390515,325000.0
12416325,275000.0
12392568,1200000.0
12418813,650000.0
12269695,395000.0
12356538,495000.0
12404074,249000.0
12388927,645000.0
12379698,325000.0
12098761,430000.0
12280526,425000.0
12423872,255000.0
12382263,259000.0
12322483,395000.0
12223134,250000.0
12360690,850000.0
12089199,435000.0
12396986,575000.0
12327547,325000.0
12327192,925000.0
12402814,360000.0
12419277,345000.0
12404571,1295000.0
12423930,350000.0
12359111,249950.0
11925776,450000.0
12209371,650000.0
12425100,360000.0
12417061,195000.0
12261143,260000.0
12382015,459000.0
12388166,350000.0
12259457,250000.0
12292550,1275000.0
11917070,440000.0
12327094,425000.0
12426750,435000.0
12314385,695000.0
12287358,445000.0
12392873,595000.0
12297942,275000.0
12423838,695000.0
12374976,390000.0
12268061,775000.0
12425426,1175000.0
11553376,2950000.0
12415448,325000.0
12409114,495000.0
12132251,345000.0
12403046,395000.0
12050196,5250000.0
12412928,375000.0
12315466,1450000.0
12388082,340000.0
12406176,460000.0
12385243,295000.0
12168059,295000.0
11544405,5750000.0
12275600,545000.0
12202187,270000.0
12282647,850000.0
12114016,975000.0
12412525,350000.0
12385613,625000.0
12378449,790000.0
12408391,255000.0
12415749,245000.0
12346935,345000.0
12405427,240000.0
12396103,4750000.0
12211109,685000.0
12417268,550000.0
12421544,525000.0
12396982,175000.0
12322449,260000.0
12402660,415000.0
12405421,295000.0
12326170,375000.0
12092548,575000.0
12428036,445000.0
12071934,750000.0
12307973,1350000.0
12388081,495000.0
12425071,885000.0
12359007,399000.0
12383411,795000.0
12416055,525000.0
12140059,475000.0
12387709,750000.0
12398776,450000.0
12393212,220000.0
12188469,295000.0
12287265,259000.0
12423192,295000.0
12427288,345000.0
12416052,795000.0
12417336,425000.0
12378378,695000.0
12404498,585000.0
12267999,385000.0
11888372,1250000.0
12389400,1250000.0
12394400,575000.0
12390842,495000.0
12393374,375000.0
12425431,490000.0
12377452,475000.0
12327550,524950.0
12413260,695000.0
12417394,435000.0
12326251,375000.0
12427178,265000.0
12419051,395000.0
12398785,515000.0
12425041,875000.0
12119461,675000.0
12388076,350000.0
12422751,365000.0
12385347,825000.0
12117041,350000.0
12139000,160000.0
12412938,375000.0
12422126,500000.0
12358905,360000.0
12419176,220000.0
12358354,1650000.0
12282634,645000.0
12394532,695000.0
12357343,368000.0
12150920,435000.0
12308684,243000.0
12371162,395000.0
12425225,495000.0
12346985,375000.0
12398786,325000.0
12412745,265000.0
12202523,325000.0
12398750,275000.0
12414171,425000.0
12408713,249000.0
12397107,399000.0
12390694,165000.0
12424228,500000.0
11984055,385000.0
12311338,885000.0
12307766,269950.0
12270385,1450000.0
12300646,350000.0
12385191,335000.0
12425622,900000.0
12394692,259000.0
12254977,185000.0
12413171,365000.0
12352322,270000.0
11306151,3000000.0
12378905,275000.0
12278612,215000.0
12396108,450000.0
12414504,435000.0
12423567,215000.0
12374542,460000.0
12412633,425000.0
12296561,565000.0
12405779,195000.0
12390545,325000.0
12412942,325000.0
12152855,470000.0
12390686,325000.0
12374544,305000.0
12135118,840000.0
12425616,625000.0
12377787,520000.0
12425722,410000.0
12037370,370000.0
12385542,535000.0
12423710,645000.0
12314891,1275000.0
12368199,350000.0
12375170,415000.0
12414276,1950000.0
12419274,435000.0
11894614,230000.0
12374496,225000.0
12405754,325000.0
12389872,580000.0
12368841,250000.0
12395136,745000.0
12303537,530000.0
12413939,125000.0
12427291,380000.0
12375049,315000.0
12389807,450000.0
12127041,240000.0
12413921,210000.0
12082909,335000.0
12422889,1400000.0
12132235,305000.0
12365837,285000.0
12384915,169750.0
12425220,399000.0
12379583,350000.0
12424009,259000.0
12385192,625000.0
12369815,345000.0
12416011,775000.0
12232222,360000.0
11905630,925000.0
12394865,325000.0
